"Cortex1"	"Cortex2"	"Cortex3"	"PD1"	"PD2"	"PD3"	"PD4"	"TRK1"	"TRK2"	"TRK3"	"MM.turquoise"	"MM.blue"	"MM.yellow"	"MM.black"	"MM.green"	"group"
"2237"	90428960.08	88309288.07	97657640.24	59893722.8	60898672.23	58362266.38	62529686.78	42308618.75	42734595.97	49364930.6	0.984225999161462	-0.960323610472308	-0.789926061240948	-0.0438936661119352	-0.704387026897207	"turquoise"
"2238"	76796937.36	75649180.13	83260819	51116053.95	52160185.86	50302364.45	53678921.21	38888298.61	39088848.35	43315188.01	0.987319202921329	-0.955372633846768	-0.763242793190836	-0.0823683030823221	-0.729733179417132	"turquoise"
"2239"	75437449.44	71888183.12	84963330.43	50593483.85	52889453.76	49365540.37	54422250.58	35762200.4	36849349.12	42740339.78	0.97023596611547	-0.950679892299171	-0.791824985714092	-0.0307629712990079	-0.688877799310362	"turquoise"
"2240"	286015.02	266624.49	285374.89	148659.18	161494.18	157223.4	195759.73	119994.27	129144.13	153568.28	0.985835996889435	-0.962901859238064	-0.713776664094905	-0.190226562527924	-0.798726657274079	"turquoise"
"2241"	1692766.47	1625494.75	1626507.06	1242307.37	1197795.08	1257865.69	1373486.74	1046176.09	1036073.95	1166644.31	0.97619253770684	-0.971976653591847	-0.792085554628135	-0.0669731126822127	-0.711765683557552	"turquoise"
"2242"	383639.09	396065.39	411069.84	310578.03	312193.44	287954.42	290339.22	260195.97	235087.48	278926.32	0.97348126989434	-0.957227240773352	-0.762742574043627	-0.0509792199782782	-0.69610284336744	"turquoise"
"2243"	482684.82	463652.75	478063.89	292840.74	278684.72	290099.06	269559.3	207389.69	220493.24	241951.02	0.991550033127922	-0.950814595836296	-0.720044304340273	-0.137428307788017	-0.762672353454087	"turquoise"
"2244"	2021174.21	2037532.66	1998951.16	1386542.5	1387717.64	1356737.83	1350985.9	1133250.49	1129809.97	1273269.83	0.99680951920179	-0.964318928635763	-0.722024916166835	-0.147983318288853	-0.773838495594742	"turquoise"
"2245"	225476.5	213655.5	217969.43	149830.5	148067.62	150005.88	144413.67	136873.57	134173.27	141781.73	0.986923811855753	-0.932305336848667	-0.631884089032646	-0.254171988488154	-0.827304906054602	"turquoise"
"2246"	23905.41	20572	21906.82	14785.69	19784.43	17971.01	17634.09	13370.62	14308.36	13824.43	0.890398066086237	-0.847203117823267	-0.78872689721804	0.0876148023207639	-0.555826517204456	"turquoise"
"2247"	605148.71	619809.93	621137.28	437790.04	440967.06	437619.99	471444.99	413483.22	397009.4	444502.08	0.990341551894603	-0.959961698598252	-0.659532299351982	-0.252131061346933	-0.834646669847451	"turquoise"
"2248"	1173320.63	1158586.32	1227365.62	784367.22	806511.49	769622.05	843500.84	658114.08	675144.04	714260.33	0.994769876038899	-0.9543492601073	-0.718472644516888	-0.160616875161003	-0.784349514044887	"turquoise"
"2249"	17556153.2	17818525.77	18500308.27	16392256.58	14389386.99	15604817.08	15516305.43	10443267.88	10457093.08	11751047.18	0.844590319333839	-0.86814239941551	-0.941622529415944	0.338944996007998	-0.371723570377503	"turquoise"
"2250"	106693.86	63683.93	89221.01	45968.07	65361.17	40091.82	56779.24	35283.4	47664.29	44939.85	0.859830634379003	-0.81497713666944	-0.612503226377358	-0.170512951472731	-0.703497710584209	"turquoise"
"2251"	87585.67	92258.21	72903.61	64723.68	58405.66	54463.02	59158.96	52703.73	47010.09	50352.7	0.932122695541224	-0.891077520334985	-0.681762117763173	-0.114270639300194	-0.70386106327989	"turquoise"
"2252"	81559.23	78037.88	63426.54	47090.93	50411.66	40890.54	43601.7	31333.95	32707.71	37446.57	0.960620931926623	-0.928823394912923	-0.736610900989513	-0.0812137586583662	-0.708933768027487	"turquoise"
"2253"	477491.84	465927.61	441326.38	301210.89	307770.94	321736.97	325722.51	282950.06	270511.35	292734.11	0.987711455981479	-0.942840309259468	-0.669028462649432	-0.217276142954739	-0.805206684112684	"turquoise"
"2254"	316567.23	323836.56	318073.49	264139.12	251439.91	243617.71	241251.12	197698.76	202153.24	238561.61	0.96591105160266	-0.975074009909114	-0.817129638792414	0.00978866528924043	-0.660259962915665	"turquoise"
"2255"	4344008.27	4011133.14	4052646.43	2154681.49	2169587.19	2215005.73	2496382.37	1685209.57	1591834.4	2122025.31	0.99425336696686	-0.969352606146494	-0.702161976161386	-0.199266707198563	-0.802935870543814	"turquoise"
"2256"	2589992.86	2522269.31	2545227.33	1454169.75	1489085.33	1503118.21	1624218.29	1161862.76	1150279.98	1376247.6	0.997829672576084	-0.967281734801609	-0.715787609936657	-0.175165861051022	-0.791945985144324	"turquoise"
"2257"	192408.63	190781.88	193863.31	141437.37	170947.65	120024.07	128530.19	92467.17	109632.53	118912.76	0.923857093307345	-0.902796081637804	-0.79435214202276	0.0528668352420861	-0.614190494011991	"turquoise"
"2258"	423442.07	391013.16	425431.47	195584.66	200922.25	213236.39	251713.86	184556.31	173813.3	210972.03	0.982461034660869	-0.942386044833166	-0.628731226583152	-0.290815650040294	-0.851342740726025	"turquoise"
"2259"	299311.94	272921.9	296713.47	243077.5	248309.26	245682.5	280000.46	167117.58	176768.55	214881.4	0.829962777156702	-0.887578283373595	-0.951695574994526	0.303434264876872	-0.393407161551724	"turquoise"
"2260"	105778.7	100163.07	109516.26	56404.8	74122.52	58188.77	65037.06	59244.19	61435.4	57566.49	0.961387332033935	-0.880608163313143	-0.573008486379311	-0.302286274950752	-0.847880070888423	"turquoise"
"2261"	174331.68	174480.65	169930.98	126967.71	123096.78	117829.98	129712.2	111805.76	108045.07	122945.07	0.993434794542292	-0.969580477803191	-0.684658495824572	-0.221736670662882	-0.818909270389854	"turquoise"
"2262"	190590.31	185079.76	190164.52	113758.33	117855.14	111837.33	126566.9	96407.77	95241.28	117567.63	0.995028808806086	-0.972897988738989	-0.688060692363156	-0.224806172594544	-0.823079356775224	"turquoise"
"2263"	1394430.59	1324729.38	1384009.87	892520	831671.74	759426.25	849497.07	739480.61	790246.35	781529.97	0.982050179705888	-0.921581229095763	-0.610755618330251	-0.290742230606667	-0.855340769268158	"turquoise"
"2264"	795114.82	736702.2	710997.39	439875.03	509612.74	423254.45	438878.52	355108.77	281448.58	376570.64	0.982712573792345	-0.95106888458774	-0.742577470632494	-0.0906852583907133	-0.722766008565426	"turquoise"
"2265"	10502321.7	10838087.88	10908288.81	6956848.35	7290561.46	6266291.04	7056244.78	5831843.48	5654942.99	6519659.02	0.994189028831491	-0.958083770428225	-0.687629574535624	-0.199871203659123	-0.807937253502801	"turquoise"
"2266"	19599846.37	20062488.74	20257019.41	13111548.74	13470570.69	12542507.36	13681535.74	11065872.29	11057941.82	12539088.25	0.99740076277809	-0.964542822106596	-0.699098362319109	-0.193994851347705	-0.806465543617267	"turquoise"
"2267"	13200350.66	13486445.12	13436172.6	8530362.55	8496107.57	7826734.51	8904332.3	7027040.33	7199305.27	8087912.72	0.995950090132581	-0.960387803641382	-0.678416538738687	-0.226540685000554	-0.826861862863624	"turquoise"
"2268"	5259391.04	5654996.99	5480658.64	3613189.39	3750634.66	3422066.95	3602876.99	2964202.42	2913068.99	3496423.17	0.991090446474034	-0.966128068689231	-0.705193628114163	-0.17312674999803	-0.789167634378655	"turquoise"
"2269"	7470346.99	7027878.86	7451728.52	5113794.55	4907295.33	4721971.65	5179497.16	4777854.57	4612430.96	4593532.97	0.980387073080947	-0.914599605494465	-0.608444008982223	-0.28673454580582	-0.846084686420189	"turquoise"
"2270"	291705.08	280491.38	284568.22	215904.76	210711.74	178910.49	184062.44	179486.85	163432.66	197918.38	0.968958544889611	-0.942082440452127	-0.659188811975202	-0.196724590730321	-0.78232823452767	"turquoise"
"2271"	310434.72	286202.66	281891.29	188909.79	194018.88	171931.15	184965.71	176462.88	172112.97	184722.04	0.976778806150734	-0.920378879832007	-0.58317706952457	-0.322413761799863	-0.865600884744509	"turquoise"
"2272"	331937.79	305619.5	309620.87	190299.18	194881.17	177075	202247.07	171523.12	179279.5	173529.47	0.984136852811119	-0.918745120090177	-0.614083646040199	-0.290221799497649	-0.854387493078758	"turquoise"
"2273"	155569.16	151214.79	158406.9	114343.13	122654.83	119923.92	125522.23	86971.98	97550.35	96680.8	0.955005098831082	-0.92964009490609	-0.851772699346995	0.0768999614229246	-0.614909216155739	"turquoise"
"2274"	39643.57	37882.93	45495.39	26640.84	27168.14	26328.49	28627.96	28961.83	26884.19	26898.16	0.918527857678748	-0.839906524967532	-0.472516706739709	-0.40200427649389	-0.873453168810884	"turquoise"
"2275"	56616.13	49970.78	56245.01	33151.78	49964.84	31541.55	42577.34	26093.14	37919.94	35030.36	0.856012470091826	-0.818144953996915	-0.671630546407938	-0.0881278053126975	-0.668702568981094	"turquoise"
"2276"	283688.41	281075.58	292762.41	203038.93	196018.3	184938.28	175116.83	139150.01	139055.95	150566.53	0.978556757164396	-0.941085058589552	-0.774911759192849	-0.0274495396085416	-0.686352353473262	"turquoise"
"2277"	175350.3	164663.74	166031.73	67191.84	67779.68	69466.51	87727.28	63937.44	63011.63	67546.14	0.9813700071024	-0.92343559821329	-0.592814409327523	-0.32870287186841	-0.874190886173543	"turquoise"
"2278"	349915.77	323713.82	346576.81	204879.81	215676.39	185732.02	203208.4	191936.97	180968.56	208527.93	0.979447788560599	-0.930213813298182	-0.587816654764094	-0.322472585179354	-0.868331245331441	"turquoise"
"2279"	1465656.29	1400987.46	1336641.18	924278.06	1105268.04	785473.8	869299.37	563977.52	651912.27	871117.43	0.954726173858021	-0.954690149593544	-0.783784779312998	-0.0281419192260139	-0.681527131916838	"turquoise"
"2280"	7590563.9	7247563.72	7574817.73	3769804.38	3953800.03	3909293.24	4845686.55	3072396.62	3194171.53	4010864.27	0.989702440186743	-0.964768402412615	-0.68414345563637	-0.233316007026579	-0.826266541185247	"turquoise"
"2281"	7593041.98	7195561.47	7565511.09	3776631.01	4075330.4	3851832.1	4756527.6	3069623.31	3210692.82	4025370.23	0.991535348037291	-0.965579052193093	-0.683967713846797	-0.233046592704197	-0.827647780198531	"turquoise"
"2282"	64834727.68	63804170.46	64233460.48	38955900.48	41047359.84	38599944.64	42854601.21	32495161.97	32569129.77	39466109.43	0.997545249967248	-0.973242842840905	-0.701219153794624	-0.203555196268856	-0.811897741164778	"turquoise"
"2283"	26596351.44	26359804.54	26200731.04	17493673.75	17970817.91	17078344.36	18172806.49	15600799.01	15505570.52	17438071.19	0.996631135077756	-0.960470152759802	-0.664581892991318	-0.243503059438975	-0.834138623889136	"turquoise"
"2284"	34077431.42	36253700.16	34588937.58	23775649.07	24698862.2	23886000.86	25155903.94	18916623.1	21243343.75	24062456.07	0.986159575144426	-0.97072676745857	-0.72735964961326	-0.157833093624662	-0.782845499130465	"turquoise"
"2285"	645085.8	626894.75	731501.59	525524.5	584526.34	523689.26	537621.4	338436.54	422794.56	386553.14	0.870496652562599	-0.845301428669256	-0.87513307266389	0.231544171546881	-0.468007190160439	"turquoise"
"2286"	256881.26	192430.17	244995.94	51008.78	56693.6	48002.2	71430.03	60252.57	58228.77	51549.6	0.95294602951454	-0.877225820311938	-0.517182972615981	-0.389174207256767	-0.889247954760893	"turquoise"
"2287"	38381.83	39823.14	33442.43	27368.37	24624.71	21370.34	22513.65	34475.14	29180.03	34198.8	0.570745902876048	-0.509058744427648	0.0755496422533525	-0.777490153602577	-0.857151374080005	"turquoise"
"2288"	1211919.38	1204556.35	1181076.58	725394.26	727320.11	748279.83	771811.51	665446.48	670104.98	717049.16	0.989931450918128	-0.939174612314121	-0.628100237969403	-0.28021899575269	-0.849738277514908	"turquoise"
"2289"	1137601.45	1144719.56	1111056.62	992327.64	905555.91	920851.1	938630.94	776203.61	735072.06	791787.95	0.936714336913143	-0.927989328321823	-0.861173346095865	0.128017024606335	-0.559631343668653	"turquoise"
"2290"	46927.1	45771.73	45523.28	32025.88	33674.93	30788.83	35229.95	31453.23	30392.13	33197.73	0.983823916359383	-0.9425939786995	-0.611191732197703	-0.316801416516541	-0.87134973350612	"turquoise"
"2291"	660645.83	623765.66	641335.95	463154.59	480098.21	488269.73	487356.64	428665.07	414494.71	449044.28	0.991947786342552	-0.9557368092604	-0.716055545871833	-0.15495005785589	-0.770067064623279	"turquoise"
"2292"	697407.4	693237.76	681967.95	511034.03	516781.85	527429.03	534625.28	470252.76	451223.83	492857.85	0.994970188289258	-0.963068988977417	-0.719951988567379	-0.15588582978034	-0.773916416266439	"turquoise"
"2293"	484403.28	489777.52	452192.35	313147.29	298472.89	299074.31	325157.28	269281.5	280685.33	290712.09	0.987131685735099	-0.939570994299183	-0.648996791475471	-0.25324533371063	-0.834417805620645	"turquoise"
"2294"	20346079.23	20171398.93	21170758.03	10681774.98	10422135.2	9257654.73	11079199.62	6733844.27	7425902.38	9201664.42	0.99690368160498	-0.963831501023589	-0.704017170500057	-0.189585869154801	-0.804779496044036	"turquoise"
"2295"	25377.77	30582	29139.48	22278.85	24859.69	17029.82	14951.35	10118.31	10822.27	14240.33	0.86805708371497	-0.859504407863848	-0.818463708077022	0.185551007956028	-0.487841158918595	"turquoise"
"2296"	488387.34	492427.27	487409.26	354260.33	340419.83	351629.88	344990.82	305940.59	274582.2	299481.78	0.98595295180838	-0.943891131747308	-0.733481907100027	-0.100339415369624	-0.729528141896467	"turquoise"
"2297"	60896.48	59421.26	55589.36	41241.58	41756.04	42002.35	43070.31	34409.04	39142.21	38596.71	0.982562607921874	-0.937750542398661	-0.702164324375124	-0.172997970696391	-0.785238184328965	"turquoise"
"2298"	4149721.15	4274374.48	4179044.29	2334062.67	2197206.19	2419881.35	2677621.44	2190535.37	1914658.18	2410974.63	0.982071663690681	-0.948503543446231	-0.630483610125752	-0.282372209926533	-0.843465374604653	"turquoise"
"2299"	808467.03	799343.11	814267.02	459707.16	483785.52	468199.89	553096.41	452822.68	458774.43	500541.08	0.979402527741399	-0.932749453636568	-0.591319093991724	-0.342970978250646	-0.885898197699796	"turquoise"
"2300"	825308.74	814075.25	809635.31	577022.11	573165.33	593546.63	613646.87	523805.72	500315.76	546166.07	0.99435181629963	-0.958923757139706	-0.710911930159628	-0.170400921994806	-0.782830758740765	"turquoise"
"2301"	198218.58	203257.37	164110.01	94547.52	118095.09	105753.25	96723.08	86290.91	83208.13	91834.54	0.964025670138879	-0.908162086132458	-0.639093559923476	-0.206742032947236	-0.783044101025193	"turquoise"
"2302"	291393.95	270919.99	268063.69	179442.71	193429.7	191551.17	209780.62	161988.01	167253.22	180174.18	0.986598018028917	-0.954240770504122	-0.710647305900647	-0.181639327480143	-0.78966635831583	"turquoise"
"2303"	721131.66	725888.89	727848.88	440845.91	484195.4	457150.4	495688.09	392541.48	384874.88	449319.3	0.996611621968124	-0.965282576481016	-0.697045971181719	-0.200019078530416	-0.807895939845438	"turquoise"
"2304"	468908.36	443618.03	478691.33	357537.88	365747.86	334622.18	361619.28	297989.53	308132.76	332814.25	0.986436994198956	-0.964004325930418	-0.757840041191852	-0.103332632013476	-0.746232132154517	"turquoise"
"2305"	620788.12	623960.64	613554.46	372477.75	399777.43	398153.28	440387.05	306546.94	317463.97	346157.1	0.992603694956176	-0.959557837266441	-0.745065137443434	-0.128540829177392	-0.762478118804064	"turquoise"
"2306"	347214.82	341099.46	367842.86	217913.97	235917.26	219763.84	250798.1	187684.32	214072.62	218818.84	0.98432294641382	-0.940808877254282	-0.669030558799624	-0.234521638441481	-0.828934218710192	"turquoise"
"2307"	2157300.17	2116593.04	2081227.36	1255245.13	1305194.92	1269432.9	1477319.08	1006686.58	1026625.58	1218515.44	0.994940465456112	-0.972194202627046	-0.730944198947918	-0.164805122487965	-0.787061254755961	"turquoise"
"2308"	69500.11	69952.19	73285.7	52710.6	47322.39	47555.56	55726.14	49374.9	41430.62	46669.69	0.961606988423697	-0.925357176447952	-0.655572106688779	-0.214351891192214	-0.785514068602648	"turquoise"
"2309"	422790.77	443611.28	450865.73	272642.12	284275.97	261324.8	282019.99	226547.69	236154.47	270250.29	0.991957256754192	-0.957302852960638	-0.671864634238513	-0.226224208601881	-0.824458145097041	"turquoise"
"2310"	419737.93	410722.36	398191.74	257534.53	265935.27	276299.94	294052.02	203507.15	231183.19	236392.85	0.98782053908847	-0.952238314120369	-0.743835041007804	-0.12696004494467	-0.759816193469922	"turquoise"
"2311"	1261839.65	1233133.02	1244719.53	760739.91	817183.83	786417.36	750899.45	591837.73	597452.8	687553.85	0.994986678758027	-0.958860859537614	-0.732567737344396	-0.124522958031029	-0.757195822136791	"turquoise"
"2312"	194561.27	182315.72	179967.32	143931.25	119580.51	138127.85	123066.68	100523.12	102810.88	103746.04	0.952119169807036	-0.91421326070594	-0.76633165166563	-0.0112011826348489	-0.65231568725938	"turquoise"
"2313"	307857.02	302463.34	285034.14	230869.24	238476.73	215838.42	210408.78	191087.51	190612.66	206548.22	0.976296975353818	-0.941968323048188	-0.736544417523676	-0.0847348565637974	-0.719850512110068	"turquoise"
"2314"	287415.38	288650.78	299364.39	177836.75	185843.69	170120.75	184214.79	171998.46	169528.81	168291.35	0.980489031150895	-0.909259723498505	-0.582017026731709	-0.317310178900363	-0.867320059669557	"turquoise"
"2315"	362199.79	349323.8	436193.88	174456.67	178791.31	189784.5	235998.53	152941.9	139099.13	183750.66	0.963444013864694	-0.932057549791037	-0.650630273788363	-0.239167483492437	-0.809390244260292	"turquoise"
"2316"	43820.66	45437.98	46156.99	31819.18	35892.01	29694.83	33085.55	26357.58	26906.68	31231.55	0.979981342535692	-0.962988747776717	-0.746300661662171	-0.10879811715777	-0.747950948385509	"turquoise"
"2317"	105939.67	105113.57	103971.35	79210.84	73682.84	68238.88	66874.34	58000.14	56216.79	58827.95	0.976151634301154	-0.931594669066904	-0.746510879182934	-0.0604182259497001	-0.703625223582436	"turquoise"
"2318"	98406.98	77091.47	95529.18	53991.73	64081.35	56365.2	59062.45	49356.79	46691.34	57072.84	0.951153788829226	-0.922418840420678	-0.665490617662074	-0.189202893792718	-0.764963137016204	"turquoise"
"2319"	62544.13	63527.08	64713.43	53387.86	58994.91	46080.43	45875.14	43619.5	37813.02	42167.81	0.889054619749336	-0.856540463952512	-0.776199768202188	0.117252909965808	-0.532773985082249	"turquoise"
"2320"	350437.5	309308.48	345208.66	159693.86	89701.31	121719.63	213492.07	159575.28	125726.76	149140.97	0.921073965605682	-0.874866057872059	-0.512148622427859	-0.402445258015564	-0.87666295311574	"turquoise"
"2321"	162081.33	164255.96	157627.45	116626.91	112836.21	109516.08	113089.72	105148.76	88629.07	102029.77	0.984383260157271	-0.944914780847224	-0.696475625919952	-0.155254882824502	-0.761185564062935	"turquoise"
"2322"	14513.7	13763.77	15165.73	10885.81	12147.52	14830.28	10419.94	5882.13	7115.56	6495.82	0.761656571047515	-0.745813502455551	-0.881302922765874	0.407635543231131	-0.264017590602279	"turquoise"
"2323"	98826157.53	97996612.52	99608453.69	66082738.9	66615948.5	66924941.31	71271087.59	58853710.81	56318288.96	64630546.92	0.996402368102867	-0.967436366985296	-0.701890095440784	-0.194012724540416	-0.801569459524493	"turquoise"
"2324"	102572817.8	103142617.5	104691072.9	66906919.15	66694653.71	66104815.49	70903255.71	56352537.73	53571136.61	62554448.25	0.997349497983245	-0.967558789140522	-0.715752443951188	-0.170146069410108	-0.788027209896433	"turquoise"
"2325"	102264195.6	103356359	102168817.5	66357239.61	64113366.77	66474483.31	69773200.99	58230845.6	53891249.36	64593022.46	0.993335085266184	-0.965207466139078	-0.684192704147685	-0.213169570324178	-0.809356294754688	"turquoise"
"2326"	93779581.7	95130414.05	95680982.25	68816767.85	68292745.57	70534607.66	70709179.41	59415166.01	56700236.38	63679382.32	0.991884296245562	-0.966150816906923	-0.753282001125969	-0.101562739372721	-0.739465273550958	"turquoise"
"2327"	103093516.1	103009718.6	103138714.8	64380576.09	65121350.86	66493029.73	69585910.82	57937249.4	54617075.18	63604057.17	0.995088864678638	-0.960552259498971	-0.678667862115988	-0.220089388813625	-0.815214223989018	"turquoise"
"2328"	79554.88	78397.2	79249.24	52287.05	50707.11	52059.99	59233.08	53948.8	50537.63	53235.9	0.966455013720925	-0.910397569538571	-0.554600580880574	-0.371673879421458	-0.888579366975561	"turquoise"
"2329"	102480.97	133171.17	106062.68	46460.77	37165.54	39904.41	45962.62	36750.17	30051.04	48430.93	0.953144005900033	-0.915635243657314	-0.57254687339702	-0.318225511939136	-0.849176922299158	"turquoise"
"2330"	6287744.77	6250402.93	6320155.99	3179644.09	3459507.35	3155467.4	3447648.03	2212945.92	2397277.73	2735500.95	0.998781053865701	-0.957603170126021	-0.715508144763235	-0.164000791861837	-0.788099024271064	"turquoise"
"2331"	84023.68	58493.42	73624.1	37255.43	39112.07	36318.64	50764.51	30268.99	40814.78	31644.34	0.912421105979094	-0.848242430517861	-0.606842975049512	-0.247523648575791	-0.784915048103542	"turquoise"
"2332"	70478.67	78536.89	79195.47	50903.58	53938.45	46001.52	51784.3	42921.75	43318.48	44815.86	0.977908913754901	-0.927391147628473	-0.683491566864796	-0.171852077354375	-0.782858752518942	"turquoise"
"2333"	200247.96	195706.97	198015.13	143600.27	149893.71	145165.1	159487.83	130169.81	132586.2	136440.84	0.992727652755709	-0.953665096207715	-0.729765594854449	-0.152090484786147	-0.777992321904625	"turquoise"
"2334"	128856.1	119594.36	127330.24	83161.15	80786.78	81328.76	85119.97	83264.82	83088.67	82717.66	0.961234024422574	-0.888912101539422	-0.518597083524575	-0.396309564585813	-0.899680781801207	"turquoise"
"2335"	16658411.76	15497315.01	15762903.55	8759927.42	9445512.05	8406361.95	8631271.7	5240821.09	6181872.94	7947353.43	0.993789982053055	-0.970990759451917	-0.745441583215016	-0.124503454501379	-0.761402212909042	"turquoise"
"2336"	68547.99	73472.74	73493.63	51191.51	57319.88	42733.3	49734.49	35665.59	39394.21	41580.63	0.960338229360539	-0.929119443367657	-0.778885323789243	-0.0185024754365763	-0.68219045398909	"turquoise"
"2337"	64733.72	60630.13	63206.95	44208.3	47287.25	40467.84	41883.26	37639.52	35610.45	37951.61	0.984969039824936	-0.934992430146881	-0.710692316295874	-0.129050214806098	-0.751923508127324	"turquoise"
"2338"	160810.71	173574.48	140577.4	95657.86	99242.48	87748.27	85215.79	64343.41	64788.11	81309.83	0.972473300175109	-0.943742991978329	-0.720373332751665	-0.114639331602666	-0.737173348993326	"turquoise"
"2339"	185445.19	181674.34	186965.24	125979.07	139495.14	130354.02	130884.89	108307.41	110720.91	108941.22	0.98584160663599	-0.930339258242052	-0.745410421360792	-0.0815375775608131	-0.725905113770748	"turquoise"
"2340"	107912.98	97270.89	119676.98	52736.67	73930.62	46160.06	71112.94	44590.09	56404.88	50730.09	0.94322632636906	-0.883366176094567	-0.635800566085146	-0.225253462884828	-0.799994689593491	"turquoise"
"2341"	157311.69	130041.99	140574.26	63483.55	61254.01	73561.16	86689.23	49819.46	61962.02	65703.51	0.968338760885989	-0.928276572211878	-0.644323784813427	-0.263849429372568	-0.828215324542671	"turquoise"
"2342"	723502.12	655028.5	730894.1	317942.57	325969.11	309599.61	354384.75	280779.49	243615.18	291980.84	0.987803042159925	-0.935401127322413	-0.629808014284409	-0.271574815528909	-0.840733730549276	"turquoise"
"2343"	99917.32	87498.53	92484.23	55122.18	57547.05	43176.33	56122.01	43505.1	47494.69	45926.95	0.978187305742957	-0.91870271501756	-0.639636548380424	-0.249257972604289	-0.828875684339199	"turquoise"
"2344"	61417.3	58710.98	72088.5	40994.31	47475.95	36582.59	46032.08	41548.2	39382.45	38495.39	0.924197814959099	-0.852196198905331	-0.567038015855737	-0.275177976131048	-0.80787413977419	"turquoise"
"2345"	85639.26	88004.54	79300.94	183471.2	211483.99	191235.61	188635.81	84400.45	93223.51	102444.77	-0.379612133973932	0.275195318278239	-0.352583462128362	0.953801023059031	0.839259080952457	"black"
"2346"	57121.14	63557.12	61068.88	115157.28	104189.76	117569.04	84410.94	49950.59	51284.49	59335.96	-0.219585389168534	0.122702324405855	-0.472922409207436	0.982714534689227	0.759908700533114	"black"
"2347"	88860.94	85388.65	80918.68	118198.88	120662.69	107902.36	93292.83	66949.15	64648.79	63229.95	0.0723533605971252	-0.122425791904003	-0.659874440672905	0.932383210049578	0.528176185440649	"black"
"2348"	907730.35	910632.29	931246.4	1652114.39	1565440.1	1781747.56	1338854.71	709847.26	796258.33	861966.91	-0.201834442304483	0.10720532228156	-0.500836590770241	0.990009273029428	0.749935706703227	"black"
"2349"	71824.77	72815.95	70252.84	110610.44	148868.86	107784.19	99311.79	70616.3	71685.08	84734.09	-0.321889528117228	0.22867622915972	-0.320077387229715	0.874250552661223	0.750217361824309	"green"
"2350"	794052.67	846891.25	799882.06	1106736.82	1058301.11	1165708.53	1381335.04	664169.8	627185.29	753752.59	-0.0750863361436838	-0.0477062056637505	-0.590941623056646	0.865243132282522	0.574838401158376	"black"
"2351"	843469.62	900372.21	833465.04	1167574.78	1111270.55	1168586.48	940979.04	677428.86	657060.54	805138.42	0.0146954469162196	-0.12433839144833	-0.656533626479526	0.957783321304541	0.584670568767085	"black"
"2352"	126862.47	126030.84	136813.44	202216.61	200967.12	180864.74	157526.7	117026.75	122532.19	114990.93	-0.185671834344731	0.124673290844283	-0.469669218279686	0.961149270583502	0.716161516203079	"black"
"2353"	5814612.54	6247228.27	5755239.9	17972309.62	17684352.28	17424819.18	13145524.34	4726260.02	5402290.59	7706619.99	-0.317070171560028	0.205826760146684	-0.407944541113604	0.982763517218154	0.820194564478759	"black"
"2354"	113427.86	116493.59	121056.24	208671.63	282748.55	219941.27	190246.48	95462.84	101382.36	97108.95	-0.194779070949923	0.130027148848928	-0.467090954828002	0.952990125783272	0.715490636056042	"black"
"2355"	80616.46	85952.64	85445.32	130294.59	131140.29	142589.9	117101.82	69461.8	64384.54	71902.82	-0.122465310451426	0.0342142340700632	-0.565362858576635	0.992892285277052	0.70062531309211	"black"
"2356"	22785.41	21363.99	24744.85	35814.88	35865.07	36091.87	41482.16	16740.74	15712.9	18685.55	-0.0599220740471478	-0.0458960818777399	-0.622828542431315	0.929038330095437	0.60536346444119	"black"
"2357"	455562.36	467509.02	504289.14	736107.76	547854.02	690557.67	556978.41	443462.65	371051.66	400449.27	-0.0772665722935813	0.00263938315385389	-0.515817398286202	0.888183253110763	0.617009064097958	"black"
"2358"	198223.55	211970.46	200417.92	661043.44	675367.76	735827.33	687346.46	173508.34	170900.04	208706.09	-0.300624440205399	0.19889784702726	-0.430143063774869	0.972955566858084	0.802631621187998	"black"
"2359"	14571	14275.03	15136.72	27402	30637.53	25837.3	23562.88	8623.71	10355.23	12153.76	-0.094788012808482	0.00128572194603272	-0.593754935405588	0.983113542264539	0.662015982323586	"black"
"2360"	79655.57	78838.95	75406.36	106829.38	131320.13	112187.76	85257.82	58181.34	58609.43	48666.8	0.0409768388099809	-0.0646276783349601	-0.603223216771887	0.914316339329862	0.539377125333485	"black"
"2361"	61056.95	71587.48	70427.51	140669.51	173179.62	106920.8	134673.77	54775.24	57128.35	57588.88	-0.189821550677132	0.111416756205827	-0.468305922506097	0.911790034286527	0.67548124354845	"black"
"2362"	68343.54	77138.56	77087.19	98203.35	97618.97	100267.76	89632.51	49982.36	55698.29	57788.87	0.104702965267709	-0.185298394423749	-0.735495908306522	0.952981524792764	0.508433873856974	"black"
"2363"	20728.5	22172.95	21051.83	52195.58	92242	58338.31	50368.18	17183.89	21807.16	26606.22	-0.285077075097151	0.205952308081381	-0.363242119045307	0.894643661884099	0.736696468631883	"green"
"2364"	94433.29	97321.91	93436.85	245848.75	255224.03	266389.52	224950.09	82942.16	77944.48	91220.23	-0.279694971730154	0.184312110643527	-0.443844451712618	0.989168831599793	0.801370044744057	"black"
